"[Hot-Line] ""삼성SDI, 코로나19로 전기차·신재생에너지 변화 ...",매일경제,"이어 ""태양광, 풍력 등 신재생에너지로의 변환 역시 가속화되고 있는 상황""이라며 ""배터리 성능 개선 및 판가 하락 등으로 인한 발전원가 하락, 국가 ...",https://www.mk.co.kr/news/stock/view/2020/05/454422/
<친환경 도시로 가는 길> 에너지 자립마을 만들기,브릿지경제,"한편 신재생에너지 공급 정책과 병행하여 에너지 절약, 에너지 효율 향상을 높이기 위해서 전체 도민들이 적극적으로 참여하고 실행해 나갈 수 ...",http://www.viva100.com/main/view.php?key=20200527010007505
[현정택의 세상보기] 그린 뉴딜을 반길 수만 없는 이유,서울경제,물론 그중 18조 원이 4대강 사업이라는 비판도 있었으나 신재생에너지 사업 등 에너지 효율화와 구조개편 사업 비중도 작지 않았다. 따라서 그린 ...,https://www.sedaily.com/NewsVIew/1Z2WVUNES0
안산 대부도 신재생에너지 산업특구 신규 지정,에너지신문,첫번째로 지정된 안산 대부도 신재생에너지 산업특구는 전국 1위 전력 자립도를 기반으로 신재생에너지 시설조성 등에 494억원을 투자하고 신속한 ...,http://www.energy-news.co.kr/news/articleView.html?idxno=70294
신재생 에너지 설비 주택 4년 새 1.7배로 증가,KBS뉴스,에너지경제연구원의 '주택 부문 신재생에너지 보급 동향과 설비 설치 가구의 특성' 보고서에 따르면 신재생에너지 설비를 설치한 가구는 2013년 19 ...,http://news.kbs.co.kr/news/view.do?ncd=4439164
"중부발전, '공통점 ; 유튜브 Live' 시행",EPJ,이 자리에선 △4차 산업혁명에 따른 전력수요 전망과 해법 △중부발전의 미세먼지 및 기후변화 대응 현황 △신재생에너지 기술 △발전소 폐지시 ...,http://www.epj.co.kr/news/articleView.html?idxno=24967
"GS건설, 싱가포르와 해수담수화 신재생에너지 기술 상용화 박차",연합뉴스,(서울=연합뉴스) 홍국기 기자 = GS건설[006360]은 세계 수처리 선진 시장인 싱가포르와 해수 담수화 신재생에너지 기술 상용화를 위한 공동연구에 ...,https://www.yna.co.kr/view/AKR20200506152500003
"부산대, 친환경 바이오매스 에너지 생산 산학협력 추진",한국대학신문,안정적으로 신재생에너지 공급의무화제도를 만족시킬 수 있는 친환경 발전기술이다. 양 기관은 고체연료 연소 분야에 특화된 부산대의 기술 노하우 ...,http://news.unn.net/news/articleView.html?idxno=229902
"발전공기업, 신재생에너지 의무공급량 높아져 수익성 부담 커져",비즈니스포스트,27일 전력거래소에 따르면 4월 신재생에너지 공급인증서(REC) 평균 거래가격은 4만4388원으로 지난해 1월보다 40% 가까이 하락했다.,http://m.businesspost.co.kr/BP?command=mobile_view&num=175737
[인터뷰] 전영택 / 인천연료전지(주) 사장,에너지데일리,"앞으로 다른 지역에서도 이러한 합의가 이루어진다면, 신재생에너지 사업 추진에 큰 도움이 될 것으로 여겨진다. - 지역주민들과의 갈등이 해소됐다고 ...",http://www.energydaily.co.kr/news/articleView.html?idxno=108517
[초점] 한국전기연구원 - 세계 최고 수준의 전기전문 연구기관 ...,에너지데일리 (보도자료) (블로그),"미래 성장동력 산업인 신재생에너지 클러스터 구축을 통해 국제적 경쟁력을 갖춘 선도도시 육성을 추진하고 있으며, 클러스터의 효과를 높이기 ...",http://www.energydaily.co.kr/news/articleView.html?idxno=108515
"""에너지는 최고의 신성장동력""…신재생 강소기업 발굴·육성",매일경제,알파고'로 전 세계에 인공지능(AI) 열풍을 일으켰던 AI업체 구글 딥마인드가 AI 영역을 무한대로 확장하면서 에너지산업에서도 그 위력을 발휘하고 ...,https://www.mk.co.kr/news/economy/view/2020/05/489657/
"전남테크노파크, 주한베트남대사관 초청 신재생에너지 설명회",아세안익스프레스,"나주 한전KDN 빛가람홀에서 설명회, 중소기업 14개 회사 등 50여명 참석 해외 판로 개척. 베트남 신재생에너지사업 정책 설명회 (사진=전남테크노 ...",http://www.aseanexpress.co.kr/news/article.html?no=3992
오전장 테마동향,매일경제,"최근 정부가 한국형 뉴딜 사업에 그린 뉴딜을 포함하면서 신재생에너지에 ... 이 같은 소식에 신성이엔지, 윌링스 등 태양광에너지, 유니슨, 동국S&C ...",http://vip.mk.co.kr/news/view/21/22/215519.html
"유니슨(018000) 상한가, 동국S&C +17.74%, 태웅 +7.88 ...",매일경제,"정부의 신재생에너지 정책이 본격화되면서 부각되고 있음. - 히스토리. ☞ 2020-05-21 그린뉴딜, 한국형 뉴딜 사업안 포함 소식에 상승(주도주 : 동국 ...",http://vip.mk.co.kr/news/view/21/23/283674.html
[기고] 신·재생에너지 확대는 인류의 사명,제민일보,"신·재생에너지에는 풍력, 태양광, 바이오중유 등 다양한 분야가 있는데 그중 제주에서 가장 많은 비중을 차지하고 있는 것이 풍력과 태양광발전시설 ...",http://www.jemin.com/news/articleView.html?idxno=654244
[인터뷰] 김중식 서울에너지공사 사장,에너지데일리 (보도자료) (블로그),신재생하면 떠오르는 회사가 서울에너지공사가 되도록 할 것”이라고 생각을 밝혔다. 그는 미니 태양광 보급 사업도 좀 더 색다른 접근이 필요하다고 ...,http://www.energydaily.co.kr/news/articleView.html?idxno=108531
두산그룹 “3조원 확보 자구안 최종 제출…신재생에너지 중심 ...,아주경제,두산중공업의 유상증자와 (주)두산의 증자 참여를 추진하고 두산중공업은 가스터빈과 신재생에너지 등 미래혁신기술 중심으로 사업을 재편할 계획 ...,https://www.ajunews.com/view/20200427171402867
